측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[광주 광산구]오선동,21,25,22,23,23,24,29,31,34,37,29,16,17,12,20,19,26,23,26,27,24,32,32,39
[광주 광산구]우산동(광주),24,21,24,19,30,20,29,27,28,33,33,25,15,14,21,25,21,27,22,24,25,25,26,30
[광주 광산구]평동,21,24,22,21,27,28,31,29,36,43,41,23,17,17,19,23,24,23,25,27,25,25,28,29
[광주 남구]노대동,17,21,22,21,25,25,26,21,26,24,35,24,15,16,16,22,25,24,24,17,27,29,28,33
[광주 남구]주월동,20,28,27,26,28,25,23,21,27,33,31,25,22,20,18,26,25,25,25,25,30,31,36,37
[광주 동구]서석동,18,22,26,23,18,23,19,14,24,23,33,22,25,17,18,19,22,24,21,20,26,27,29,31
[광주 북구]건국동,18,15,17,14,20,20,18,26,26,30,28,18,12,13,15,16,22,18,16,22,22,22,32,28
[광주 북구]두암동,24,27,23,21,22,23,23,20,17,19,23,18,17,17,17,20,18,18,21,23,25,33,33,35
[광주 북구]일곡동,23,21,23,21,23,26,26,21,26,28,23,23,15,10,15,19,25,21,22,22,25,32,30,34
[광주 서구]농성동,21,22,24,24,23,23,22,24,29,29,32,25,17,14,16,17,15,20,21,18,22,23,29,35
[광주 서구]유촌동,22,29,23,21,21,22,22,26,43,44,34,29,21,17,22,22,28,28,24,24,20,25,32,32
