측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[광주 광산구]오선동,39,41,36,39,38,35,33,38,36,37,39,35,31,27,27,28,31,34,33,35,37,42,43,43
[광주 광산구]우산동(광주),33,45,36,38,37,35,34,27,35,35,40,29,28,23,24,28,33,33,35,37,36,38,39,38
[광주 광산구]평동,38,58,43,42,46,40,45,41,54,64,48,27,29,29,21,29,33,37,37,42,43,41,45,42
[광주 남구]노대동,16,25,24,24,20,14,13,15,17,23,21,22,27,26,25,26,26,34,33,33,37,35,39,36
[광주 남구]주월동,29,30,25,22,27,29,27,30,37,32,43,31,27,27,23,29,25,36,39,32,38,36,39,36
[광주 동구]서석동,23,22,19,17,18,18,14,16,17,22,29,24,27,30,22,24,27,33,31,33,37,35,41,36
[광주 북구]건국동,32,34,29,29,25,26,23,23,28,30,21,21,22,20,15,26,29,34,38,32,36,38,38,34
[광주 북구]두암동,29,23,19,22,22,16,25,26,36,29,23,27,28,32,24,26,27,33,34,32,41,34,39,36
[광주 북구]일곡동,32,31,30,34,30,26,26,23,23,23,21,27,27,29,26,26,29,32,34,40,36,35,37,34
[광주 서구]농성동,27,22,26,24,39,35,34,28,32,39,37,34,28,26,20,25,25,27,33,34,34,40,37,40
[광주 서구]유촌동,29,35,29,37,28,37,18,38,43,39,37,34,25,27,27,23,36,34,35,36,37,42,43,49
