측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[서울 강남구]강남구,29,31,36,39,43,39,37,42,49,53,51,49,53,52,62,68,68,63,60,50,46,51,60,65
[서울 강동구]강동구,34,40,40,37,40,43,40,41,44,51,61,55,56,58,61,67,75,76,62,55,51,54,58,70
[서울 강북구]강북구,35,33,36,33,35,36,40,42,44,48,48,47,48,49,59,61,60,54,55,50,50,47,47,49
[서울 강서구]강서구,31,36,35,43,37,41,38,45,45,52,56,59,54,61,70,68,56,59,55,54,68,84,79,81
[서울 관악구]관악구,40,40,47,46,52,50,53,52,54,52,52,51,53,55,62,64,65,59,57,55,56,63,75,77
[서울 광진구]광진구,32,30,35,40,43,34,38,35,40,49,52,47,49,51,54,62,66,64,58,52,48,51,58,61
[서울 구로구]구로구,42,47,50,49,52,51,52,60,63,67,60,62,63,68,69,72,60,59,52,56,65,79,85,75
[서울 금천구]금천구,39,41,48,47,49,-,52,61,60,61,55,52,53,53,62,66,60,57,51,49,52,67,84,72
[서울 노원구]노원구,38,35,35,36,38,39,41,42,50,51,53,52,53,54,59,59,58,59,53,54,55,53,58,60
[서울 도봉구]도봉구,38,37,36,31,32,38,35,39,48,47,54,50,51,48,60,59,60,48,45,49,47,48,53,53
[서울 동대문구]동대문구,28,28,31,30,32,35,44,47,46,44,48,52,53,55,61,63,63,56,52,48,44,49,61,70
[서울 동작구]동작구,32,37,42,44,46,48,47,51,54,50,48,50,51,54,57,61,65,56,53,46,47,55,64,71
[서울 마포구]마포구,30,30,33,33,40,36,39,40,43,43,49,51,51,58,63,65,60,52,51,45,50,66,72,74
[서울 서대문구]서대문구,33,30,33,30,31,35,35,41,44,50,49,48,53,55,65,62,53,51,47,44,48,58,59,61
[서울 서초구]서초구,31,39,41,45,46,50,45,53,55,56,59,56,56,61,62,67,69,54,48,46,56,65,76,79
[서울 성동구]성동구,29,29,37,39,37,35,39,36,43,46,47,50,52,53,59,61,63,60,54,48,46,50,60,67
[서울 성북구]성북구,31,27,32,36,36,38,39,47,51,52,51,48,58,62,62,70,65,52,51,51,53,55,67,70
[서울 송파구]송파구,32,32,35,37,37,38,40,42,46,44,43,49,49,46,52,62,67,66,58,50,45,46,53,60
[서울 양천구]양천구,39,38,49,46,48,46,49,49,52,56,62,59,59,60,70,69,64,59,58,49,60,72,86,86
[서울 영등포구]영등포구,32,34,39,39,42,40,44,44,50,52,55,51,49,53,61,64,61,54,55,46,51,62,74,76
[서울 용산구]용산구,30,37,40,40,45,39,39,39,48,47,45,48,61,62,75,64,64,51,52,47,48,57,68,79
[서울 은평구]은평구,34,36,31,43,42,42,38,49,55,52,59,61,59,66,73,74,57,55,50,51,54,56,62,75
[서울 종로구]종로구,28,28,30,31,34,31,34,38,43,45,48,53,53,56,58,62,61,57,55,50,47,51,64,73
[서울 중구]중구,30,31,34,35,36,37,39,38,41,46,54,55,54,56,63,65,66,53,51,47,47,53,71,75
[서울 중랑구]중랑구,30,33,32,30,30,31,37,42,41,44,47,51,51,51,53,59,60,62,56,52,47,49,54,66
