측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[서울 강남구]강남구,77,76,72,64,61,68,71,74,77,77,76,87,76,62,71,61,84,81,66,68,65,67,67,59
[서울 강동구]강동구,90,85,81,71,80,82,81,85,83,92,105,98,83,78,76,57,56,65,55,76,77,73,79,69
[서울 강북구]강북구,70,69,76,80,82,77,73,79,89,99,88,89,81,79,62,53,52,65,56,51,54,55,55,58
[서울 강서구]강서구,58,61,62,72,66,59,52,52,52,58,68,72,68,67,85,89,69,70,81,70,56,53,51,56
[서울 관악구]관악구,71,59,57,55,51,54,59,57,60,59,59,68,69,66,75,82,83,71,69,71,66,57,55,47
[서울 광진구]광진구,82,79,74,73,71,70,74,78,76,76,79,83,80,75,64,60,65,67,60,72,75,70,68,68
[서울 구로구]구로구,68,66,61,50,57,54,63,63,72,79,91,83,77,84,100,98,84,69,72,68,73,64,64,67
[서울 금천구]금천구,56,53,-,54,51,61,63,62,69,70,73,70,70,78,84,96,77,64,72,64,59,54,52,56
[서울 노원구]노원구,85,82,86,75,75,77,83,94,92,90,92,83,83,81,66,61,55,56,67,61,70,74,67,65
[서울 도봉구]도봉구,89,77,79,68,67,71,76,77,94,101,96,93,93,81,59,58,52,62,48,55,69,57,59,57
[서울 동대문구]동대문구,78,70,66,66,69,71,75,73,72,74,77,83,82,65,54,52,70,56,55,63,74,58,50,52
[서울 동작구]동작구,69,62,61,59,54,59,67,64,67,65,69,84,73,71,70,81,83,69,64,62,60,54,51,51
[서울 마포구]마포구,53,55,64,67,56,53,61,58,61,68,68,72,64,64,72,90,85,63,71,71,59,54,55,55
[서울 서대문구]서대문구,57,51,43,57,66,62,60,64,67,72,70,74,73,57,59,80,60,55,57,74,61,56,50,48
[서울 서초구]서초구,75,70,66,68,68,70,76,83,86,94,104,90,87,86,86,109,106,81,69,69,69,63,59,64
[서울 성동구]성동구,75,70,72,70,65,61,69,70,78,81,84,90,84,66,73,69,70,60,59,65,64,61,59,57
[서울 성북구]성북구,82,76,61,55,68,69,74,79,91,93,101,95,96,89,65,53,68,57,47,71,76,62,54,56
[서울 송파구]송파구,65,64,61,61,62,60,58,58,58,62,70,78,77,77,77,63,78,85,71,63,65,61,57,55
[서울 양천구]양천구,80,77,77,69,53,53,53,56,63,65,70,74,75,73,91,109,82,69,70,66,64,59,62,64
[서울 영등포구]영등포구,70,68,65,60,49,45,47,52,56,61,68,75,76,62,73,92,81,64,65,59,57,54,53,58
[서울 용산구]용산구,63,66,59,57,56,55,54,57,70,85,101,103,87,72,77,88,89,68,66,71,76,71,65,65
[서울 은평구]은평구,65,65,51,49,63,77,67,69,84,87,92,83,69,74,62,79,71,55,72,71,61,51,46,50
[서울 종로구]종로구,86,75,70,70,70,71,78,78,78,77,85,89,82,74,66,63,80,62,59,71,74,57,52,50
[서울 중구]중구,79,74,79,83,83,83,77,75,78,77,81,82,78,74,70,75,78,61,61,69,69,56,55,53
[서울 중랑구]중랑구,81,83,81,80,76,73,80,85,79,79,78,76,72,76,56,50,61,60,47,53,70,62,56,51
