측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[서울 강남구]강남구,55,57,55,50,49,50,50,50,49,49,40,43,47,48,44,49,58,57,50,46,45,43,50,51
[서울 강동구]강동구,57,59,58,56,62,58,60,61,66,64,-,-,51,47,53,54,56,55,48,46,45,42,41,56
[서울 강북구]강북구,37,34,35,34,31,35,38,37,47,45,34,30,29,32,42,41,53,51,48,46,39,34,32,33
[서울 강서구]강서구,60,57,55,59,59,64,66,64,67,64,44,41,36,44,49,47,50,42,35,42,44,45,39,50
[서울 관악구]관악구,54,51,49,44,46,43,47,48,51,45,41,40,40,37,38,56,55,50,46,46,50,51,51,51
[서울 광진구]광진구,50,52,56,55,57,58,57,57,56,62,-,27,49,47,45,50,55,54,49,43,40,39,44,52
[서울 구로구]구로구,58,58,58,58,60,67,74,68,75,66,48,48,47,41,65,63,58,46,48,50,57,62,63,59
[서울 금천구]금천구,59,59,58,56,54,56,55,70,73,46,43,44,39,48,61,-,-,46,50,49,57,55,59,57
[서울 노원구]노원구,47,45,48,45,46,44,47,46,46,40,34,36,29,27,36,41,44,50,44,42,42,38,38,33
[서울 도봉구]도봉구,49,41,46,43,48,52,52,54,54,44,40,-,-,41,39,39,49,51,39,33,36,28,32,28
[서울 동대문구]동대문구,44,45,43,41,42,43,45,45,47,40,35,31,29,42,40,43,48,47,39,44,32,29,32,32
[서울 동작구]동작구,50,47,48,44,45,42,48,48,50,38,44,40,38,37,39,50,48,41,34,37,43,44,46,43
[서울 마포구]마포구,48,54,50,54,49,55,58,62,63,65,50,43,39,39,39,49,43,43,34,40,40,40,42,44
[서울 서대문구]서대문구,41,38,35,36,36,34,31,34,31,32,38,35,36,38,39,44,45,35,21,28,31,30,29,31
[서울 서초구]서초구,60,56,55,51,51,57,58,72,76,60,48,50,55,57,50,77,69,74,49,50,50,62,59,50
[서울 성동구]성동구,53,55,52,52,50,50,53,55,62,49,47,58,56,50,50,57,55,56,46,38,39,39,43,51
[서울 성북구]성북구,55,45,43,39,48,46,48,52,55,48,42,56,42,48,50,53,59,54,45,30,36,34,30,31
[서울 송파구]송파구,57,57,56,54,53,52,52,53,56,51,48,49,47,49,48,54,59,57,51,45,47,48,48,46
[서울 양천구]양천구,56,58,60,60,63,69,70,68,72,68,41,40,37,44,56,48,51,36,38,41,41,46,54,60
[서울 영등포구]영등포구,44,43,45,47,48,52,54,54,60,52,36,38,36,33,43,45,44,41,32,40,36,40,53,53
[서울 용산구]용산구,66,60,57,52,52,52,51,60,67,60,50,58,63,62,67,62,53,50,45,44,43,47,49,52
[서울 은평구]은평구,37,40,41,34,34,34,30,35,39,45,40,38,43,46,43,60,56,38,35,31,43,35,39,40
[서울 종로구]종로구,48,46,44,41,41,38,38,42,37,25,27,-,-,32,48,46,53,52,40,40,38,39,37,37
[서울 중구]중구,50,50,46,43,42,40,41,42,41,33,32,37,45,48,43,49,49,43,39,38,38,39,38,40
[서울 중랑구]중랑구,45,46,47,54,49,51,51,52,52,47,35,34,35,43,44,43,50,49,41,33,32,30,32,38
