측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[서울 강남구]강남구,27,22,28,23,23,21,27,28,33,34,32,31,31,29,35,38,40,43,54,51,50,51,52,47
[서울 강동구]강동구,41,38,26,30,30,45,33,39,38,45,48,43,39,38,38,39,48,44,52,59,59,59,62,66
[서울 강북구]강북구,30,27,24,23,18,19,19,19,23,27,48,46,48,39,30,-,-,18,39,39,42,44,46,53
[서울 강서구]강서구,39,34,29,35,30,32,30,32,33,33,30,30,32,39,37,30,33,43,43,48,51,53,49,53
[서울 관악구]관악구,37,35,32,26,25,23,23,23,30,-,-,23,35,30,33,35,38,44,46,46,52,50,52,49
[서울 광진구]광진구,38,30,28,26,26,25,32,31,31,30,39,32,32,33,33,36,41,37,44,47,51,50,55,54
[서울 구로구]구로구,41,44,35,35,30,32,34,35,41,42,46,-,40,42,51,44,42,57,45,53,53,53,52,55
[서울 금천구]금천구,35,32,29,32,32,26,30,28,34,34,36,29,28,33,39,36,42,42,43,41,43,48,48,47
[서울 노원구]노원구,37,34,36,32,29,26,25,25,30,26,32,37,38,-,-,32,34,32,41,47,51,51,52,51
[서울 도봉구]도봉구,33,29,22,17,26,24,22,20,27,32,28,34,43,37,24,32,31,35,39,46,46,45,52,50
[서울 동대문구]동대문구,37,28,23,20,20,20,26,25,24,26,35,35,37,34,30,33,28,33,45,44,49,47,54,53
[서울 동작구]동작구,37,34,31,28,27,23,28,29,29,31,31,30,31,30,35,37,32,42,42,41,46,50,48,50
[서울 마포구]마포구,24,21,26,23,22,20,21,20,24,28,38,37,36,38,41,30,26,29,32,33,37,37,43,37
[서울 서대문구]서대문구,35,19,23,17,22,21,18,23,26,31,41,32,33,29,34,31,33,36,39,40,41,45,49,53
[서울 서초구]서초구,34,22,27,26,22,28,26,25,33,36,46,41,32,42,39,45,44,58,62,48,56,50,56,52
[서울 성동구]성동구,28,25,25,22,21,20,21,26,31,29,32,30,31,35,39,43,39,38,45,46,49,50,53,52
[서울 성북구]성북구,34,25,21,14,15,18,20,21,24,34,39,46,34,32,30,33,30,43,42,43,45,50,55,55
[서울 송파구]송파구,32,26,26,26,25,24,27,28,31,32,33,31,35,30,34,36,37,36,47,45,43,45,48,48
[서울 양천구]양천구,42,35,34,31,31,30,31,27,34,34,42,35,45,42,52,38,41,45,48,45,53,52,54,54
[서울 영등포구]영등포구,31,25,24,23,22,20,21,21,23,24,34,33,33,-,-,24,27,39,42,38,41,43,45,44
[서울 용산구]용산구,29,28,28,27,25,26,24,27,33,46,46,48,37,29,36,35,27,28,42,48,52,49,41,41
[서울 은평구]은평구,44,30,22,30,23,27,19,25,27,36,39,32,40,37,44,35,34,47,47,46,46,43,48,54
[서울 종로구]종로구,35,28,22,19,19,18,22,23,25,27,34,33,36,34,30,32,31,40,46,45,48,47,52,52
[서울 중구]중구,37,29,26,25,25,21,22,26,44,45,46,41,33,32,37,35,32,36,46,43,48,49,52,51
[서울 중랑구]중랑구,33,29,23,21,19,19,21,24,25,-,-,20,38,40,30,35,32,32,45,47,48,49,53,54
