측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[대전 대덕구]문평동,14,16,15,14,13,19,11,18,12,18,13,15,22,18,20,16,20,17,23,27,31,26,21,25
[대전 대덕구]읍내동,37,37,27,22,21,21,22,32,28,31,29,23,14,13,17,16,26,26,26,25,27,29,27,24
[대전 동구]대성동,13,11,9,11,12,9,14,9,10,13,16,25,25,27,22,24,21,22,23,21,25,57,25,22
[대전 동구]성남동1,20,19,13,18,16,10,14,15,13,27,34,24,28,19,67,30,25,28,21,20,39,41,39,25
[대전 서구]둔산동,24,25,19,27,15,27,18,19,18,27,31,15,25,29,24,24,35,42,18,25,25,27,22,19
[대전 서구]정림동,23,22,23,21,21,20,21,22,23,24,29,29,33,28,24,24,23,24,26,23,27,27,30,28
[대전 유성구]관평동,31,24,22,23,31,28,25,24,28,35,30,26,21,17,19,23,20,20,23,27,24,21,24,24
[대전 유성구]구성동,14,22,13,12,12,16,11,12,15,25,31,32,26,23,19,16,16,20,20,25,26,27,24,21
[대전 유성구]노은동,15,17,10,14,11,17,14,14,18,26,21,17,26,22,20,17,18,18,19,19,28,32,26,28
[대전 유성구]상대동(대전),17,17,14,17,18,16,19,32,34,23,27,28,25,25,17,20,18,25,18,26,25,25,24,26
[대전 중구]문창동,21,17,20,15,17,10,12,14,18,23,21,28,27,21,19,21,23,22,24,20,28,29,24,26
