측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[대구 군위군]군위읍,16,17,18,14,18,14,16,17,23,16,14,13,16,14,13,14,19,19,18,23,29,24,25,22
[대구 남구]대명동,11,9,9,14,14,14,16,17,20,16,13,13,12,12,12,17,13,16,17,17,16,20,18,19
[대구 달서구]본동,16,13,13,14,14,17,16,17,18,25,19,18,18,17,14,17,14,17,14,17,19,19,16,18
[대구 달서구]진천동,12,12,11,16,12,16,20,22,22,19,19,14,17,13,13,14,11,13,19,22,23,20,13,18
[대구 달서구]호림동,19,23,19,18,22,23,24,24,24,24,22,18,23,18,16,17,17,15,21,21,25,23,20,25
[대구 달성군]다사읍,8,9,9,13,11,11,13,13,17,18,11,14,13,8,7,7,9,9,13,13,12,11,13,16
[대구 달성군]유가읍,16,13,10,17,18,14,18,16,20,17,19,19,11,17,16,14,14,10,18,19,14,19,18,16
[대구 달성군]화원읍,20,13,7,14,25,16,12,22,18,25,20,16,19,11,11,18,17,12,14,17,19,24,14,24
[대구 동구]서호동,9,12,14,11,17,13,14,19,18,19,12,16,17,16,16,12,12,14,16,16,22,18,20,20
[대구 동구]신암동,17,12,16,13,11,12,16,16,17,14,16,17,18,12,14,12,-,-,14,17,17,16,19,18
[대구 북구]산격동,13,13,13,13,11,12,20,13,14,16,12,17,12,-,-,13,13,9,16,12,18,16,19,14
[대구 북구]침산동,11,13,11,13,14,16,17,19,20,18,18,19,9,19,18,17,13,13,17,19,14,16,19,19
[대구 북구]태전동,15,12,12,16,14,14,17,15,17,18,14,18,15,-,-,13,12,16,18,21,22,23,19,18
[대구 서구]내당동,17,13,14,16,14,16,16,18,14,22,16,16,17,18,16,18,7,17,20,20,17,19,19,23
[대구 서구]이현동,14,12,9,16,16,14,19,18,16,13,13,18,14,17,17,12,11,16,18,17,17,14,14,18
[대구 수성구]만촌동,16,16,18,18,12,20,18,23,18,24,22,19,17,18,19,17,16,17,20,22,23,18,17,18
[대구 수성구]시지동,13,13,14,12,14,14,14,22,19,19,20,18,13,16,13,13,12,16,16,14,17,18,17,20
[대구 수성구]지산동,22,11,20,23,22,19,22,22,25,23,25,20,17,19,19,20,12,14,19,23,20,20,23,20
[대구 중구]남산1동,14,13,12,18,14,17,20,18,14,18,18,13,13,14,17,13,16,14,14,16,20,19,20,18
[대구 중구]수창동,14,11,12,16,12,13,11,14,13,18,14,16,9,19,19,-,-,12,17,17,17,17,17,17
