측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[대구 군위군]군위읍,17,20,13,11,12,12,9,22,20,19,22,17,18,16,20,18,18,22,35,33,27,28,31,30
[대구 남구]대명동,14,13,11,14,13,13,19,25,31,25,31,22,23,25,33,56,22,18,20,18,18,18,22,20
[대구 달서구]본동,16,16,16,17,22,19,24,29,47,44,30,25,28,23,-,-,-,23,36,40,25,20,28,25
[대구 달서구]진천동,25,17,16,18,13,14,25,20,17,40,31,22,27,23,23,17,22,24,33,34,33,33,29,31
[대구 달서구]호림동,31,22,29,21,24,27,30,25,35,43,34,29,27,21,18,25,26,34,37,46,38,40,39,26
[대구 달성군]다사읍,14,12,9,11,16,18,18,22,24,24,23,20,19,16,9,19,24,18,38,33,29,19,19,20
[대구 달성군]유가읍,16,11,21,20,14,18,29,37,37,28,31,22,21,19,25,20,20,18,27,31,22,18,21,21
[대구 달성군]화원읍,13,11,11,17,18,13,17,16,18,25,29,29,22,23,18,28,22,24,28,34,34,34,22,17
[대구 동구]서호동,19,22,14,16,16,22,27,28,38,36,38,39,27,23,18,-,-,-,23,23,23,16,19,20
[대구 동구]신암동,16,17,20,16,12,13,22,19,19,33,44,20,23,18,17,16,19,19,17,18,20,17,17,20
[대구 북구]산격동,9,8,14,12,12,13,18,28,31,29,44,34,20,12,13,14,13,16,18,20,14,16,19,25
[대구 북구]침산동,14,11,14,14,19,17,31,31,42,39,44,38,20,29,17,19,14,17,24,23,19,16,30,23
[대구 북구]태전동,15,11,15,18,10,16,16,22,27,27,24,21,22,9,16,19,13,14,17,27,21,17,20,24
[대구 서구]내당동,25,5,14,14,18,17,24,20,29,45,-,-,31,22,9,18,18,19,19,23,19,20,23,24
[대구 서구]이현동,17,14,18,16,16,12,33,41,51,42,34,29,31,20,-,-,13,17,23,23,17,20,20,20
[대구 수성구]만촌동,17,14,18,18,16,22,18,22,33,33,48,34,34,40,25,20,22,22,20,19,19,19,22,27
[대구 수성구]시지동,16,14,13,23,17,13,19,25,35,30,33,35,29,28,25,23,23,22,20,23,20,22,17,22
[대구 수성구]지산동,20,18,16,19,17,19,20,23,24,27,41,31,29,33,29,24,23,25,24,31,30,25,23,27
[대구 중구]남산1동,14,17,11,17,12,17,19,18,27,18,33,-,27,22,20,-,-,16,19,22,16,19,20,19
[대구 중구]수창동,9,8,9,13,13,13,20,31,34,44,33,24,-,-,-,18,13,18,18,17,19,18,14,23
