측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[대구 군위군]군위읍,68,64,58,56,52,48,41,48,44,52,44,69,92,79,69,69,62,64,63,64,62,52,52,51
[대구 남구]대명동,61,67,80,81,78,79,83,85,94,59,61,62,69,57,56,56,51,46,50,41,46,56,58,51
[대구 달서구]본동,77,86,94,92,86,90,100,114,106,70,64,66,77,62,62,59,53,51,48,51,55,56,58,68
[대구 달서구]진천동,85,80,84,78,51,86,102,100,108,47,56,68,78,63,62,59,52,50,55,55,53,52,52,63
[대구 달서구]호림동,100,104,102,103,103,95,94,97,103,92,66,73,-,-,61,57,56,56,52,54,58,55,60,64
[대구 달성군]다사읍,84,84,81,79,80,79,75,84,79,69,56,66,102,62,62,52,48,40,40,42,48,48,46,47
[대구 달성군]유가읍,73,78,73,74,97,100,101,116,113,96,58,71,68,57,55,58,52,50,40,44,41,58,45,52
[대구 달성군]화원읍,81,78,81,57,45,25,44,46,67,50,64,69,73,68,59,62,56,55,50,50,47,53,48,48
[대구 동구]서호동,67,69,67,70,70,74,89,84,84,81,66,73,-,-,55,58,56,55,51,63,78,79,79,79
[대구 동구]신암동,78,75,77,68,64,69,66,74,91,84,73,67,64,51,51,47,57,53,47,47,56,79,79,74
[대구 북구]산격동,75,70,70,70,69,61,70,72,89,86,83,69,77,62,56,67,53,52,48,52,55,74,75,79
[대구 북구]침산동,75,74,74,88,86,77,78,79,88,92,77,64,69,66,57,61,57,51,50,50,48,64,81,84
[대구 북구]태전동,81,72,78,76,74,68,71,70,74,76,64,64,72,60,55,54,50,52,49,51,46,50,52,60
[대구 서구]내당동,78,78,90,99,95,88,90,96,95,83,67,64,75,64,58,58,55,51,48,48,55,59,67,78
[대구 서구]이현동,80,79,80,90,81,81,84,91,96,97,70,72,75,64,64,61,55,53,53,47,47,58,69,83
[대구 수성구]만촌동,61,64,72,68,69,77,77,80,81,79,94,62,64,58,55,53,53,47,46,50,64,70,74,69
[대구 수성구]시지동,67,68,70,70,64,77,74,78,88,84,69,66,70,59,56,56,51,52,48,56,77,75,69,66
[대구 수성구]지산동,62,68,67,67,67,68,53,62,74,58,62,66,69,69,52,58,55,48,51,46,59,68,72,64
[대구 중구]남산1동,72,69,72,72,70,69,69,79,90,79,67,74,74,64,52,55,55,47,48,46,52,80,73,63
[대구 중구]수창동,64,68,72,77,80,81,73,69,83,80,-,-,63,59,52,56,48,51,53,48,50,67,78,78
