측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[대구 군위군]군위읍,40,50,51,55,55,52,51,56,63,61,61,53,57,42,39,28,20,24,30,35,31,36,29,30
[대구 남구]대명동,30,40,50,51,50,51,48,52,51,47,50,53,47,39,22,25,13,11,19,18,20,25,25,30
[대구 달서구]본동,35,46,55,55,57,56,67,70,62,56,57,52,51,40,28,22,18,18,18,24,27,29,31,36
[대구 달서구]진천동,35,47,59,55,57,57,58,67,62,58,58,53,50,39,28,22,22,19,22,20,30,30,25,42
[대구 달서구]호림동,45,55,61,62,65,66,60,71,69,59,57,59,50,43,27,28,23,20,24,27,33,30,35,43
[대구 달성군]다사읍,36,45,51,50,51,50,58,58,55,48,44,44,39,27,28,22,12,9,13,20,27,24,27,31
[대구 달성군]유가읍,28,39,49,54,55,51,60,58,54,52,56,51,54,36,30,-,-,12,18,19,25,28,24,30
[대구 달성군]화원읍,41,48,53,52,50,50,50,51,44,62,56,61,52,36,25,27,20,13,17,23,22,25,23,24
[대구 동구]서호동,38,38,51,57,53,52,55,61,61,59,58,53,50,45,39,17,20,14,18,20,23,25,33,44
[대구 동구]신암동,40,40,55,57,55,55,55,58,62,63,61,53,56,45,33,20,13,12,17,24,23,24,33,29
[대구 북구]산격동,39,51,52,57,57,56,59,61,52,56,58,59,48,44,27,23,16,14,17,22,23,30,34,30
[대구 북구]침산동,39,42,53,57,59,55,59,58,61,52,52,55,48,40,27,24,19,6,17,27,27,29,28,31
[대구 북구]태전동,42,46,55,58,58,61,54,60,60,61,54,53,46,40,24,18,14,14,21,26,28,27,29,28
[대구 서구]내당동,36,47,56,59,58,56,64,63,59,55,53,56,55,42,34,28,17,9,19,25,28,25,33,30
[대구 서구]이현동,41,46,56,61,58,58,69,59,55,53,56,52,53,41,30,31,22,16,19,25,23,29,28,35
[대구 수성구]만촌동,38,41,47,55,55,58,56,58,61,59,59,52,55,44,28,24,19,14,14,23,28,29,28,29
[대구 수성구]시지동,36,42,47,51,56,55,59,59,58,64,58,55,51,42,40,-,-,-,16,16,24,33,28,30
[대구 수성구]지산동,39,40,55,57,56,53,57,59,61,57,51,46,48,42,35,23,24,17,14,23,23,30,25,31
[대구 중구]남산1동,35,48,57,57,58,57,56,58,58,57,56,52,52,47,33,27,19,20,18,20,24,30,27,30
[대구 중구]수창동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,18,14,17,25,29,29,31,29
