측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[대구 군위군]군위읍,33,25,24,25,20,25,22,18,24,23,19,17,13,18,27,35,33,39,34,34,41,38,40,33
[대구 남구]대명동,16,13,17,19,16,14,17,9,19,12,17,9,14,16,9,20,18,22,27,29,28,25,29,31
[대구 달서구]본동,20,18,22,23,20,18,29,28,22,16,17,17,17,22,18,24,29,30,31,34,34,31,39,38
[대구 달서구]진천동,22,17,22,20,17,22,19,18,19,19,16,13,14,18,24,23,27,25,33,33,36,38,44,34
[대구 달서구]호림동,23,23,26,26,30,27,28,29,31,28,22,20,23,22,27,33,29,34,34,37,43,42,43,45
[대구 달성군]다사읍,17,13,18,16,18,12,16,14,14,28,13,9,11,9,17,17,19,27,25,28,31,35,33,29
[대구 달성군]유가읍,20,14,20,18,9,7,10,14,12,10,7,7,16,18,15,23,26,26,32,29,25,29,44,42
[대구 달성군]화원읍,20,16,14,23,23,20,18,16,14,12,12,17,17,22,23,28,28,31,29,38,38,34,24,25
[대구 동구]서호동,20,19,17,20,19,19,17,17,11,13,17,16,13,16,25,25,25,25,27,27,33,25,33,35
[대구 동구]신암동,20,22,19,19,23,19,14,14,18,16,16,16,13,16,23,18,25,27,29,28,33,31,34,30
[대구 북구]산격동,16,16,13,22,19,16,13,9,11,11,14,13,9,13,18,23,27,22,23,30,30,31,35,30
[대구 북구]침산동,19,44,20,19,19,18,17,18,23,18,14,19,20,19,22,33,25,29,35,34,27,35,38,36
[대구 북구]태전동,18,21,22,23,22,20,21,18,22,12,15,14,11,13,24,27,28,31,34,29,36,41,40,40
[대구 서구]내당동,22,19,22,17,16,25,16,13,18,14,16,17,16,14,18,24,24,25,30,31,33,35,30,42
[대구 서구]이현동,16,17,14,17,23,20,16,25,24,14,13,12,12,13,16,27,24,20,29,27,27,31,28,31
[대구 수성구]만촌동,16,22,22,19,22,18,14,17,17,14,19,17,20,12,23,27,29,30,31,35,33,35,36,38
[대구 수성구]시지동,17,17,20,20,20,14,12,11,17,17,13,12,12,13,16,24,27,27,28,33,33,35,27,24
[대구 수성구]지산동,19,23,19,27,25,20,24,23,24,16,19,17,24,20,18,31,33,28,31,39,36,38,34,39
[대구 중구]남산1동,18,22,19,18,18,22,12,16,12,19,12,12,20,17,14,24,22,25,28,29,35,33,29,33
[대구 중구]수창동,13,13,16,19,20,17,17,17,17,12,12,14,13,8,14,20,27,24,29,30,33,29,29,31
