측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[대구 군위군]군위읍,11,18,16,18,14,22,14,22,20,25,18,19,11,17,20,17,20,19,27,28,33,25,24,36
[대구 남구]대명동,8,12,12,11,12,12,12,22,20,22,18,22,16,27,25,19,14,16,29,24,28,24,24,24
[대구 달서구]본동,12,11,17,9,9,16,17,22,25,24,25,23,-,-,-,-,17,20,27,34,25,39,33,36
[대구 달서구]진천동,13,11,11,11,16,9,17,18,24,-,-,-,20,17,19,16,20,23,29,30,35,34,28,24
[대구 달서구]호림동,20,17,21,22,19,19,20,30,44,31,25,22,23,25,21,27,22,24,30,36,51,50,38,33
[대구 달성군]다사읍,8,7,9,12,12,9,8,13,18,23,12,13,13,9,17,14,12,12,17,33,27,25,27,27
[대구 달성군]유가읍,11,13,13,12,10,9,17,20,17,14,14,15,18,15,22,20,17,14,16,22,27,29,33,35
[대구 달성군]화원읍,18,12,11,9,9,12,12,20,18,23,20,22,19,22,18,13,16,38,36,29,25,35,18,22
[대구 동구]서호동,16,12,16,13,11,13,20,16,23,25,22,19,17,18,12,16,12,12,19,24,27,24,22,39
[대구 동구]신암동,18,16,16,17,16,16,16,20,23,25,-,-,-,-,17,18,14,11,16,25,19,24,23,23
[대구 북구]산격동,12,12,16,7,11,11,13,30,22,24,22,17,17,13,14,16,11,13,19,23,19,27,30,31
[대구 북구]침산동,11,16,12,11,13,9,16,29,35,23,22,24,17,18,17,11,19,17,25,31,22,64,42,55
[대구 북구]태전동,15,13,12,17,10,15,19,29,35,27,23,17,21,16,16,14,15,16,20,29,33,29,24,30
[대구 서구]내당동,24,18,19,16,13,18,27,22,16,27,27,25,23,19,22,13,14,19,25,28,34,40,50,41
[대구 서구]이현동,12,12,14,12,11,12,17,29,25,17,18,22,17,20,18,14,12,17,20,28,25,30,31,34
[대구 수성구]만촌동,12,16,16,14,17,22,16,20,24,24,23,24,27,-,-,-,20,17,23,29,36,29,29,27
[대구 수성구]시지동,14,14,14,11,18,14,16,17,22,18,18,22,18,20,-,-,22,16,23,22,20,17,22,24
[대구 수성구]지산동,17,18,18,16,19,20,19,22,22,24,27,24,20,23,20,20,24,27,35,30,25,27,24,24
[대구 중구]남산1동,11,11,12,17,13,14,14,18,23,20,-,-,22,18,20,13,20,16,28,25,29,31,29,31
[대구 중구]수창동,9,12,11,12,13,13,12,18,20,19,18,18,18,23,16,13,14,12,22,17,20,29,22,29
