측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[인천 계양구]계산,42,36,28,32,42,41,35,39,42,46,47,45,55,48,38,38,32,40,31,31,27,33,34,33
[인천 계양구]효성,32,33,27,27,29,31,34,35,37,36,37,42,44,40,34,31,29,35,28,22,25,27,21,21
[인천 남동구]고잔,30,25,34,34,32,29,31,35,39,42,41,37,42,36,41,41,36,30,24,25,26,31,26,24
[인천 남동구]구월동,29,26,32,25,27,31,37,35,41,39,45,37,39,34,35,37,28,32,28,25,27,31,28,30
[인천 남동구]논현,25,25,25,25,25,25,27,28,29,35,41,35,41,38,35,33,31,25,23,22,24,29,27,27
[인천 남동구]서창,24,25,24,25,26,26,25,28,33,36,39,37,40,35,-,-,-,23,30,24,23,28,31,28
[인천 동구]송림,39,40,40,47,50,48,40,43,46,55,47,41,41,40,42,31,30,26,28,26,36,34,36,32
[인천 미추홀구]숭의,32,30,31,33,37,43,43,35,36,39,42,38,37,40,38,36,29,24,26,22,25,29,24,53
[인천 미추홀구]주안,27,30,32,30,30,32,35,33,32,36,35,34,35,33,37,34,29,23,25,26,24,30,24,23
[인천 부평구]부평,36,36,35,33,40,43,39,40,44,54,53,50,45,50,48,44,37,34,33,29,32,38,37,30
[인천 부평구]삼산,29,30,27,26,30,32,33,32,34,38,35,34,32,35,29,28,24,29,29,23,22,29,27,25
[인천 서구]검단,43,42,40,43,44,45,46,48,50,56,61,77,-,-,45,45,41,42,32,34,43,42,42,39
[인천 서구]석남,31,31,32,34,35,36,34,38,34,36,45,43,42,44,43,38,30,30,24,23,28,38,30,23
[인천 서구]연희,34,36,33,37,39,36,38,35,40,40,50,55,44,45,43,35,38,40,33,24,26,30,32,26
[인천 서구]원당,37,34,35,37,34,39,39,41,45,45,49,63,56,46,-,-,-,40,37,32,30,33,34,33
[인천 서구]청라,43,52,44,52,47,43,52,53,66,79,65,54,42,48,34,44,36,28,25,29,30,30,31,38
[인천 연수구]동춘,21,22,24,22,25,27,25,28,29,32,32,30,28,27,30,33,25,22,19,17,20,23,17,19
[인천 연수구]송도,27,34,29,25,26,31,35,38,38,43,36,34,38,-,-,-,-,22,22,24,26,25,22,24
[인천 연수구]아암,31,33,33,34,33,38,40,33,38,40,42,39,40,-,-,-,32,27,25,28,30,31,26,29
[인천 옹진군]영흥,27,23,23,25,23,25,26,25,32,35,32,34,34,26,22,23,16,19,23,21,24,22,20,21
[인천 중구]신흥,33,31,37,36,43,42,36,35,36,42,39,36,32,34,36,30,26,22,24,23,30,31,26,26
[인천 중구]영종,38,37,40,37,37,36,39,40,40,45,48,39,38,43,31,24,26,23,21,21,28,30,28,23
[인천 중구]운서,36,37,37,38,37,38,39,38,39,40,45,46,44,40,30,21,21,22,26,30,30,23,22,22
