측정소명,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
[인천 계양구]계산,56,54,40,41,37,45,49,49,51,51,55,54,58,61,57,-,-,56,53,62,66,65,60,51
[인천 계양구]효성,34,39,44,36,35,39,44,44,44,-,-,48,57,53,46,46,49,45,45,47,51,54,53,50
[인천 남동구]고잔,44,38,37,50,49,52,77,81,73,71,62,65,59,52,47,44,45,41,37,47,53,44,41,44
[인천 남동구]구월동,31,36,32,33,35,35,40,44,59,47,48,54,52,48,48,40,42,46,47,42,50,48,36,46
[인천 남동구]논현,32,31,30,32,34,36,41,42,43,45,49,52,57,55,52,-,-,36,41,42,46,50,47,48
[인천 남동구]서창,30,30,29,29,31,34,37,41,39,42,45,49,51,50,46,48,43,44,45,48,53,52,51,51
[인천 동구]송림,51,47,42,38,48,54,54,57,59,60,-,-,60,54,51,60,57,49,49,50,65,76,75,74
[인천 미추홀구]숭의,40,39,35,36,41,45,50,50,52,51,57,55,55,52,45,47,46,43,39,39,41,44,53,51
[인천 미추홀구]주안,41,33,32,39,41,41,42,44,44,44,45,52,58,54,47,48,42,45,42,44,45,44,49,53
[인천 부평구]부평,42,40,38,37,42,46,55,53,49,46,52,62,62,59,56,52,46,45,52,54,61,69,72,72
[인천 부평구]삼산,38,41,38,31,26,27,33,32,32,31,36,38,38,38,39,33,33,33,35,32,40,54,52,54
[인천 서구]검단,42,41,41,37,37,36,39,43,48,55,58,49,59,58,57,59,58,60,66,71,69,64,69,70
[인천 서구]석남,29,33,29,30,31,37,39,39,39,39,44,47,55,53,47,42,47,42,38,39,47,47,50,60
[인천 서구]연희,33,41,38,36,37,41,43,45,42,42,51,57,63,56,54,50,49,49,48,50,63,57,57,55
[인천 서구]원당,36,35,36,36,36,38,39,43,48,58,57,51,58,56,54,-,-,48,69,71,71,70,73,82
[인천 서구]청라,41,42,46,48,56,57,57,60,57,61,62,77,63,64,58,59,57,51,62,64,68,79,77,76
[인천 연수구]동춘,41,40,34,39,43,45,49,48,49,47,51,53,51,49,44,36,33,36,36,39,41,36,39,42
[인천 연수구]송도,49,55,55,62,48,42,47,45,46,49,46,50,54,47,45,39,40,37,38,38,41,38,37,37
[인천 연수구]아암,37,46,45,50,50,44,41,42,48,49,47,47,54,51,46,45,43,44,39,38,37,35,39,43
[인천 옹진군]영흥,40,43,47,56,50,49,45,48,43,54,57,57,-,-,47,46,47,48,44,45,42,41,35,38
[인천 중구]신흥,36,40,33,32,36,40,42,46,-,48,50,51,47,48,45,41,45,42,38,35,42,58,62,58
[인천 중구]영종,41,45,62,56,50,50,48,48,51,53,57,51,-,-,53,50,42,35,40,46,48,59,69,56
[인천 중구]운서,27,32,44,44,48,47,48,50,50,48,51,52,59,55,52,54,49,50,46,49,51,58,67,67
